date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
20201205,2.0,0.8,26.0,8.1,5.6,3.1,0.0,98950.0,
20201206,7.0,2.4,37.0,5.2,3.6,2.0,0.2,100130.0,
20201207,8.0,1.0,24.0,2.2,0.9,-0.3,3.0,99940.0,
20201208,7.0,0.2,18.0,4.5,2.2,0.0,2.2,100280.0,
20201209,7.0,1.3,33.0,6.6,4.5,2.4,0.0,100630.0,
20201210,7.0,0.0,25.0,7.5,6.0,4.5,9.0,100000.0,
20201211,6.0,0.0,16.0,11.2,9.0,6.9,0.0,98740.0,
20201212,1.0,0.1,28.0,9.9,8.4,7.0,0.0,99720.0,
20201213,8.0,0.0,27.0,11.1,5.8,0.5,6.0,100340.0,
20201214,6.0,0.5,16.0,12.6,11.1,9.6,1.4,99870.0,
20201215,2.0,2.4,32.0,11.6,8.6,5.6,1.0,100480.0,
20201216,7.0,3.1,36.0,10.6,8.6,6.6,3.2,100710.0,
20201217,3.0,1.1,25.0,11.6,8.9,6.2,0.0,101320.0,
20201218,8.0,4.4,38.0,11.6,10.3,9.0,1.8,101130.0,
20201219,3.0,0.5,15.0,12.5,11.2,9.9,9.0,100450.0,
20201220,1.0,3.3,37.0,10.6,8.6,6.7,0.6,101170.0,
20201221,8.0,3.9,37.0,13.9,9.5,5.1,3.0,100770.0,
20201222,8.0,0.0,16.0,11.7,11.7,11.7,0.6,100970.0,
20201223,7.0,0.0,23.0,14.0,12.0,10.1,1.8,100550.0,
20201224,2.0,1.3,32.0,6.1,6.1,6.1,0.0,101830.0,
20201225,6.0,3.5,40.0,4.6,2.6,0.7,0.0,103100.0,
20201226,,2.1,38.0,10.0,4.9,-0.1,12.0,101960.0,
20201227,1.0,0.9,32.0,7.5,7.5,7.6,2.0,98000.0,
20201228,7.0,3.7,38.0,3.6,1.1,-1.3,0.2,97370.0,
20201229,7.0,0.0,21.0,4.1,2.6,1.1,0.0,98830.0,
20201230,6.0,0.4,22.0,5.6,2.7,-0.1,0.0,100200.0,
20201231,7.0,1.3,34.0,1.5,-0.8,-3.1,0.0,100500.0,
